Country/Region,"WHO Region",Date,NewCases
Afghanistan,"Eastern Mediterranean",2020-02-17,0
Afghanistan,"Eastern Mediterranean",2020-02-18,0
Afghanistan,"Eastern Mediterranean",2020-02-18,0
Afghanistan,"Eastern Mediterranean",2020-02-19,0
Afghanistan,"Eastern Mediterranean",2020-02-19,0
Afghanistan,"Eastern Mediterranean",2020-02-20,0
Afghanistan,"Eastern Mediterranean",2020-02-20,0
Afghanistan,"Eastern Mediterranean",2020-02-21,0
Afghanistan,"Eastern Mediterranean",2020-02-21,0
Afghanistan,"Eastern Mediterranean",2020-02-22,0
Afghanistan,"Eastern Mediterranean",2020-02-22,0
Afghanistan,"Eastern Mediterranean",2020-02-23,0
Afghanistan,"Eastern Mediterranean",2020-02-23,0
Afghanistan,"Eastern Mediterranean",2020-02-24,1
Afghanistan,"Eastern Mediterranean",2020-02-24,0
Afghanistan,"Eastern Mediterranean",2020-02-25,0
Afghanistan,"Eastern Mediterranean",2020-02-25,0
Albania,Europe,2020-01-22,0
Albania,Europe,2020-01-23,0
Albania,Europe,2020-01-23,0
Albania,Europe,2020-01-24,0
Albania,Europe,2020-01-24,0
Albania,Europe,2020-01-25,0
Albania,Europe,2020-01-25,0
Albania,Europe,2020-01-26,0
Albania,Europe,2020-01-26,0
Albania,Europe,2020-01-27,0
Albania,Europe,2020-01-27,0
Albania,Europe,2020-01-28,0
Albania,Europe,2020-01-28,0
Albania,Europe,2020-01-29,0
Albania,Europe,2020-01-29,0
Albania,Europe,2020-01-30,0
Albania,Europe,2020-01-30,0
Albania,Europe,2020-01-31,0
Albania,Europe,2020-01-31,0
Albania,Europe,2020-02-01,0
Albania,Europe,2020-02-01,0
Albania,Europe,2020-02-02,0
Albania,Europe,2020-02-02,0
Albania,Europe,2020-02-03,0
Albania,Europe,2020-02-03,0
Albania,Europe,2020-02-04,0
Albania,Europe,2020-02-04,0
Albania,Europe,2020-02-05,0
Albania,Europe,2020-02-05,0
Albania,Europe,2020-02-06,0
Albania,Europe,2020-02-06,0
Albania,Europe,2020-02-07,0
Albania,Europe,2020-02-07,0
Albania,Europe,2020-02-08,0
Albania,Europe,2020-02-08,0
Albania,Europe,2020-02-09,0
Albania,Europe,2020-02-09,0
Albania,Europe,2020-02-10,0
Albania,Europe,2020-02-10,0
Albania,Europe,2020-02-11,0
Albania,Europe,2020-02-11,0
Albania,Europe,2020-02-12,0
Albania,Europe,2020-02-12,0
Albania,Europe,2020-02-13,0
Albania,Europe,2020-02-13,0
Albania,Europe,2020-02-14,0
Albania,Europe,2020-02-14,0
Albania,Europe,2020-02-15,0
Albania,Europe,2020-02-15,0
Albania,Europe,2020-02-16,0
Albania,Europe,2020-02-16,0
Albania,Europe,2020-02-17,0
Albania,Europe,2020-02-17,0
Albania,Europe,2020-02-18,0
Albania,Europe,2020-02-18,0
Albania,Europe,2020-02-19,0
Albania,Europe,2020-02-19,0
Albania,Europe,2020-02-20,0
Albania,Europe,2020-02-20,0
Albania,Europe,2020-02-21,0
Albania,Europe,2020-02-21,0
Albania,Europe,2020-02-22,0
Albania,Europe,2020-02-22,0
Albania,Europe,2020-02-23,0
Albania,Europe,2020-02-23,0
Albania,Europe,2020-02-24,0
Albania,Europe,2020-02-24,0
Albania,Europe,2020-02-25,0
Albania,Europe,2020-02-25,0
Algeria,Africa,2020-01-22,0
Algeria,Africa,2020-01-23,0
Algeria,Africa,2020-01-23,0
Algeria,Africa,2020-01-24,0
Algeria,Africa,2020-01-24,0
Algeria,Africa,2020-01-25,0
Algeria,Africa,2020-01-25,0
Algeria,Africa,2020-01-26,0
Algeria,Africa,2020-01-26,0
Algeria,Africa,2020-01-27,0
Algeria,Africa,2020-01-27,0
Algeria,Africa,2020-01-28,0
Algeria,Africa,2020-01-28,0
Algeria,Africa,2020-01-29,0
Algeria,Africa,2020-01-29,0
Algeria,Africa,2020-01-30,0
Algeria,Africa,2020-01-30,0
Algeria,Africa,2020-01-31,0
Algeria,Africa,2020-01-31,0
Algeria,Africa,2020-02-01,0
Algeria,Africa,2020-02-01,0
Algeria,Africa,2020-02-02,0
Algeria,Africa,2020-02-02,0
Algeria,Africa,2020-02-03,0
Algeria,Africa,2020-02-03,0
Algeria,Africa,2020-02-04,0
Algeria,Africa,2020-02-04,0
Algeria,Africa,2020-02-05,0
Algeria,Africa,2020-02-05,0
Algeria,Africa,2020-02-06,0
Algeria,Africa,2020-02-06,0
Algeria,Africa,2020-02-07,0
Algeria,Africa,2020-02-07,0
Algeria,Africa,2020-02-08,0
Algeria,Africa,2020-02-08,0
Algeria,Africa,2020-02-09,0
Algeria,Africa,2020-02-09,0
Algeria,Africa,2020-02-10,0
Algeria,Africa,2020-02-10,0
Algeria,Africa,2020-02-11,0
Algeria,Africa,2020-02-11,0
Algeria,Africa,2020-02-12,0
Algeria,Africa,2020-02-12,0
Algeria,Africa,2020-02-13,0
Algeria,Africa,2020-02-13,0
Algeria,Africa,2020-02-14,0
Algeria,Africa,2020-02-14,0
Algeria,Africa,2020-02-15,0
Algeria,Africa,2020-02-15,0
Algeria,Africa,2020-02-16,0
Algeria,Africa,2020-02-16,0
Algeria,Africa,2020-02-17,0
Algeria,Africa,2020-02-17,0
Algeria,Africa,2020-02-18,0
Algeria,Africa,2020-02-18,0
Algeria,Africa,2020-02-19,0
Algeria,Africa,2020-02-19,0
Algeria,Africa,2020-02-20,0
Algeria,Africa,2020-02-20,0
Algeria,Africa,2020-02-21,0
Algeria,Africa,2020-02-21,0
Algeria,Africa,2020-02-22,0
Algeria,Africa,2020-02-22,0
Algeria,Africa,2020-02-23,0
Algeria,Africa,2020-02-23,0
Algeria,Africa,2020-02-24,0
Algeria,Africa,2020-02-24,0
Algeria,Africa,2020-02-25,1
Algeria,Africa,2020-02-25,0
Andorra,Europe,2020-01-22,0
Andorra,Europe,2020-01-23,0
Andorra,Europe,2020-01-23,0
Andorra,Europe,2020-01-24,0
Andorra,Europe,2020-01-24,0
Andorra,Europe,2020-01-25,0
Andorra,Europe,2020-01-25,0
Andorra,Europe,2020-01-26,0
Andorra,Europe,2020-01-26,0
Andorra,Europe,2020-01-27,0
Andorra,Europe,2020-01-27,0
Andorra,Europe,2020-01-28,0
Andorra,Europe,2020-01-28,0
Andorra,Europe,2020-01-29,0
Andorra,Europe,2020-01-29,0
Andorra,Europe,2020-01-30,0
Andorra,Europe,2020-01-30,0
Andorra,Europe,2020-01-31,0
Andorra,Europe,2020-01-31,0
Andorra,Europe,2020-02-01,0
Andorra,Europe,2020-02-01,0
Andorra,Europe,2020-02-02,0
Andorra,Europe,2020-02-02,0
Andorra,Europe,2020-02-03,0
Andorra,Europe,2020-02-03,0
Andorra,Europe,2020-02-04,0
Andorra,Europe,2020-02-04,0
Andorra,Europe,2020-02-05,0
Andorra,Europe,2020-02-05,0
Andorra,Europe,2020-02-06,0
Andorra,Europe,2020-02-06,0
Andorra,Europe,2020-02-07,0
Andorra,Europe,2020-02-07,0
Andorra,Europe,2020-02-08,0
Andorra,Europe,2020-02-08,0
Andorra,Europe,2020-02-09,0
Andorra,Europe,2020-02-09,0
Andorra,Europe,2020-02-10,0
Andorra,Europe,2020-02-10,0
Andorra,Europe,2020-02-11,0
Andorra,Europe,2020-02-11,0
Andorra,Europe,2020-02-12,0
Andorra,Europe,2020-02-12,0
Andorra,Europe,2020-02-13,0
Andorra,Europe,2020-02-13,0
Andorra,Europe,2020-02-14,0
Andorra,Europe,2020-02-14,0
Andorra,Europe,2020-02-15,0
Andorra,Europe,2020-02-15,0
Andorra,Europe,2020-02-16,0
Andorra,Europe,2020-02-16,0
Andorra,Europe,2020-02-17,0
Andorra,Europe,2020-02-17,0
Andorra,Europe,2020-02-18,0
Andorra,Europe,2020-02-18,0
Andorra,Europe,2020-02-19,0
Andorra,Europe,2020-02-19,0
Andorra,Europe,2020-02-20,0
Andorra,Europe,2020-02-20,0
Andorra,Europe,2020-02-21,0
Andorra,Europe,2020-02-21,0
Andorra,Europe,2020-02-22,0
Andorra,Europe,2020-02-22,0
Andorra,Europe,2020-02-23,0
Andorra,Europe,2020-02-23,0
Andorra,Europe,2020-02-24,0
Andorra,Europe,2020-02-24,0
Andorra,Europe,2020-02-25,0
Andorra,Europe,2020-02-25,0
Angola,Africa,2020-01-22,0
Angola,Africa,2020-01-23,0
Angola,Africa,2020-01-23,0
Angola,Africa,2020-01-24,0
Angola,Africa,2020-01-24,0
Angola,Africa,2020-01-25,0
Angola,Africa,2020-01-25,0
Angola,Africa,2020-01-26,0
Angola,Africa,2020-01-26,0
Angola,Africa,2020-01-27,0
Angola,Africa,2020-01-27,0
Angola,Africa,2020-01-28,0
Angola,Africa,2020-01-28,0
Angola,Africa,2020-01-29,0
Angola,Africa,2020-01-29,0
Angola,Africa,2020-01-30,0
Angola,Africa,2020-01-30,0
Angola,Africa,2020-01-31,0
Angola,Africa,2020-01-31,0
Angola,Africa,2020-02-01,0
Angola,Africa,2020-02-01,0
Angola,Africa,2020-02-02,0
Angola,Africa,2020-02-02,0
Angola,Africa,2020-02-03,0
Angola,Africa,2020-02-03,0
Angola,Africa,2020-02-04,0
Angola,Africa,2020-02-04,0
Angola,Africa,2020-02-05,0
Angola,Africa,2020-02-05,0
Angola,Africa,2020-02-06,0
Angola,Africa,2020-02-06,0
Angola,Africa,2020-02-07,0
Angola,Africa,2020-02-07,0
Angola,Africa,2020-02-08,0
Angola,Africa,2020-02-08,0
Angola,Africa,2020-02-09,0
Angola,Africa,2020-02-09,0
Angola,Africa,2020-02-10,0
Angola,Africa,2020-02-10,0
Angola,Africa,2020-02-11,0
Angola,Africa,2020-02-11,0
Angola,Africa,2020-02-12,0
Angola,Africa,2020-02-12,0
Angola,Africa,2020-02-13,0
Angola,Africa,2020-02-13,0
Angola,Africa,2020-02-14,0
Angola,Africa,2020-02-14,0
Angola,Africa,2020-02-15,0
Angola,Africa,2020-02-15,0
Angola,Africa,2020-02-16,0
Angola,Africa,2020-02-16,0
Angola,Africa,2020-02-17,0
Angola,Africa,2020-02-17,0
Angola,Africa,2020-02-18,0
Angola,Africa,2020-02-18,0
Angola,Africa,2020-02-19,0
Angola,Africa,2020-02-19,0
Angola,Africa,2020-02-20,0
Angola,Africa,2020-02-20,0
Angola,Africa,2020-02-21,0
Angola,Africa,2020-02-21,0
Angola,Africa,2020-02-22,0
Angola,Africa,2020-02-22,0
Angola,Africa,2020-02-23,0
Angola,Africa,2020-02-23,0
Angola,Africa,2020-02-24,0
Angola,Africa,2020-02-24,0
Angola,Africa,2020-02-25,0
Angola,Africa,2020-02-25,0
"Antigua and Barbuda",Americas,2020-01-22,0
"Antigua and Barbuda",Americas,2020-01-23,0
"Antigua and Barbuda",Americas,2020-01-23,0
"Antigua and Barbuda",Americas,2020-01-24,0
"Antigua and Barbuda",Americas,2020-01-24,0
"Antigua and Barbuda",Americas,2020-01-25,0
"Antigua and Barbuda",Americas,2020-01-25,0
"Antigua and Barbuda",Americas,2020-01-26,0
"Antigua and Barbuda",Americas,2020-01-26,0
"Antigua and Barbuda",Americas,2020-01-27,0
"Antigua and Barbuda",Americas,2020-01-27,0
"Antigua and Barbuda",Americas,2020-01-28,0
"Antigua and Barbuda",Americas,2020-01-28,0
"Antigua and Barbuda",Americas,2020-01-29,0
"Antigua and Barbuda",Americas,2020-01-29,0
"Antigua and Barbuda",Americas,2020-01-30,0
"Antigua and Barbuda",Americas,2020-01-30,0
"Antigua and Barbuda",Americas,2020-01-31,0
"Antigua and Barbuda",Americas,2020-01-31,0
"Antigua and Barbuda",Americas,2020-02-01,0
"Antigua and Barbuda",Americas,2020-02-01,0
"Antigua and Barbuda",Americas,2020-02-02,0
"Antigua and Barbuda",Americas,2020-02-02,0
"Antigua and Barbuda",Americas,2020-02-03,0
"Antigua and Barbuda",Americas,2020-02-03,0
"Antigua and Barbuda",Americas,2020-02-04,0
"Antigua and Barbuda",Americas,2020-02-04,0
"Antigua and Barbuda",Americas,2020-02-05,0
"Antigua and Barbuda",Americas,2020-02-05,0
"Antigua and Barbuda",Americas,2020-02-06,0
"Antigua and Barbuda",Americas,2020-02-06,0
"Antigua and Barbuda",Americas,2020-02-07,0
"Antigua and Barbuda",Americas,2020-02-07,0
"Antigua and Barbuda",Americas,2020-02-08,0
"Antigua and Barbuda",Americas,2020-02-08,0
"Antigua and Barbuda",Americas,2020-02-09,0
"Antigua and Barbuda",Americas,2020-02-09,0
"Antigua and Barbuda",Americas,2020-02-10,0
"Antigua and Barbuda",Americas,2020-02-10,0
"Antigua and Barbuda",Americas,2020-02-11,0
"Antigua and Barbuda",Americas,2020-02-11,0
"Antigua and Barbuda",Americas,2020-02-12,0
"Antigua and Barbuda",Americas,2020-02-12,0
"Antigua and Barbuda",Americas,2020-02-13,0
"Antigua and Barbuda",Americas,2020-02-13,0
"Antigua and Barbuda",Americas,2020-02-14,0
"Antigua and Barbuda",Americas,2020-02-14,0
"Antigua and Barbuda",Americas,2020-02-15,0
"Antigua and Barbuda",Americas,2020-02-15,0
"Antigua and Barbuda",Americas,2020-02-16,0
"Antigua and Barbuda",Americas,2020-02-16,0
"Antigua and Barbuda",Americas,2020-02-17,0
"Antigua and Barbuda",Americas,2020-02-17,0
"Antigua and Barbuda",Americas,2020-02-18,0
"Antigua and Barbuda",Americas,2020-02-18,0
"Antigua and Barbuda",Americas,2020-02-19,0
"Antigua and Barbuda",Americas,2020-02-19,0
"Antigua and Barbuda",Americas,2020-02-20,0
"Antigua and Barbuda",Americas,2020-02-20,0
"Antigua and Barbuda",Americas,2020-02-21,0
"Antigua and Barbuda",Americas,2020-02-21,0
"Antigua and Barbuda",Americas,2020-02-22,0
"Antigua and Barbuda",Americas,2020-02-22,0
"Antigua and Barbuda",Americas,2020-02-23,0
"Antigua and Barbuda",Americas,2020-02-23,0
"Antigua and Barbuda",Americas,2020-02-24,0
"Antigua and Barbuda",Americas,2020-02-24,0
"Antigua and Barbuda",Americas,2020-02-25,0
"Antigua and Barbuda",Americas,2020-02-25,0
Argentina,Americas,2020-01-22,0
Argentina,Americas,2020-01-23,0
Argentina,Americas,2020-01-23,0
Argentina,Americas,2020-01-24,0
Argentina,Americas,2020-01-24,0
Argentina,Americas,2020-01-25,0
Argentina,Americas,2020-01-25,0
Argentina,Americas,2020-01-26,0
Argentina,Americas,2020-01-26,0
Argentina,Americas,2020-01-27,0
Argentina,Americas,2020-01-27,0
Argentina,Americas,2020-01-28,0
Argentina,Americas,2020-01-28,0
Argentina,Americas,2020-01-29,0
Argentina,Americas,2020-01-29,0
Argentina,Americas,2020-01-30,0
Argentina,Americas,2020-01-30,0
Argentina,Americas,2020-01-31,0
Argentina,Americas,2020-01-31,0
Argentina,Americas,2020-02-01,0
Argentina,Americas,2020-02-01,0
Argentina,Americas,2020-02-02,0
Argentina,Americas,2020-02-02,0
Argentina,Americas,2020-02-03,0
Argentina,Americas,2020-02-03,0
Argentina,Americas,2020-02-04,0
Argentina,Americas,2020-02-04,0
Argentina,Americas,2020-02-05,0
Argentina,Americas,2020-02-05,0
Argentina,Americas,2020-02-06,0
Argentina,Americas,2020-02-06,0
Argentina,Americas,2020-02-07,0
Argentina,Americas,2020-02-07,0
Argentina,Americas,2020-02-08,0
Argentina,Americas,2020-02-08,0
Argentina,Americas,2020-02-09,0
Argentina,Americas,2020-02-09,0
Argentina,Americas,2020-02-10,0
Argentina,Americas,2020-02-10,0
Argentina,Americas,2020-02-11,0
Argentina,Americas,2020-02-11,0
Argentina,Americas,2020-02-12,0
Argentina,Americas,2020-02-12,0
Argentina,Americas,2020-02-13,0
Argentina,Americas,2020-02-13,0
Argentina,Americas,2020-02-14,0
Argentina,Americas,2020-02-14,0
Argentina,Americas,2020-02-15,0
Argentina,Americas,2020-02-15,0
Argentina,Americas,2020-02-16,0
Argentina,Americas,2020-02-16,0
Argentina,Americas,2020-02-17,0
Argentina,Americas,2020-02-17,0
Argentina,Americas,2020-02-18,0
Argentina,Americas,2020-02-18,0
Argentina,Americas,2020-02-19,0
Argentina,Americas,2020-02-19,0
Argentina,Americas,2020-02-20,0
Argentina,Americas,2020-02-20,0
Argentina,Americas,2020-02-21,0
Argentina,Americas,2020-02-21,0
Argentina,Americas,2020-02-22,0
Argentina,Americas,2020-02-22,0
Argentina,Americas,2020-02-23,0
Argentina,Americas,2020-02-23,0
Argentina,Americas,2020-02-24,0
Argentina,Americas,2020-02-24,0
Argentina,Americas,2020-02-25,0
Argentina,Americas,2020-02-25,0
Armenia,Europe,2020-01-22,0
Armenia,Europe,2020-01-23,0
Armenia,Europe,2020-01-23,0
Armenia,Europe,2020-01-24,0
Armenia,Europe,2020-01-24,0
Armenia,Europe,2020-01-25,0
Armenia,Europe,2020-01-25,0
Armenia,Europe,2020-01-26,0
Armenia,Europe,2020-01-26,0
Armenia,Europe,2020-01-27,0
Armenia,Europe,2020-01-27,0
Armenia,Europe,2020-01-28,0
Armenia,Europe,2020-01-28,0
Armenia,Europe,2020-01-29,0
Armenia,Europe,2020-01-29,0
Armenia,Europe,2020-01-30,0
Armenia,Europe,2020-01-30,0
Armenia,Europe,2020-01-31,0
Armenia,Europe,2020-01-31,0
Armenia,Europe,2020-02-01,0
Armenia,Europe,2020-02-01,0
Armenia,Europe,2020-02-02,0
Armenia,Europe,2020-02-02,0
Armenia,Europe,2020-02-03,0
Armenia,Europe,2020-02-03,0
Armenia,Europe,2020-02-04,0
Armenia,Europe,2020-02-04,0
Armenia,Europe,2020-02-05,0
Armenia,Europe,2020-02-05,0
Armenia,Europe,2020-02-06,0
Armenia,Europe,2020-02-06,0
Armenia,Europe,2020-02-07,0
Armenia,Europe,2020-02-07,0
Armenia,Europe,2020-02-08,0
Armenia,Europe,2020-02-08,0
Armenia,Europe,2020-02-09,0
Armenia,Europe,2020-02-09,0
Armenia,Europe,2020-02-10,0
Armenia,Europe,2020-02-10,0
Armenia,Europe,2020-02-11,0
Armenia,Europe,2020-02-11,0
Armenia,Europe,2020-02-12,0
Armenia,Europe,2020-02-12,0
Armenia,Europe,2020-02-13,0
Armenia,Europe,2020-02-13,0
Armenia,Europe,2020-02-14,0
Armenia,Europe,2020-02-14,0
Armenia,Europe,2020-02-15,0
Armenia,Europe,2020-02-15,0
Armenia,Europe,2020-02-16,0
Armenia,Europe,2020-02-16,0
Armenia,Europe,2020-02-17,0
Armenia,Europe,2020-02-17,0
Armenia,Europe,2020-02-18,0
Armenia,Europe,2020-02-18,0
Armenia,Europe,2020-02-19,0
Armenia,Europe,2020-02-19,0
Armenia,Europe,2020-02-20,0
Armenia,Europe,2020-02-20,0
Armenia,Europe,2020-02-21,0
Armenia,Europe,2020-02-21,0
Armenia,Europe,2020-02-22,0
Armenia,Europe,2020-02-22,0
Armenia,Europe,2020-02-23,0
Armenia,Europe,2020-02-23,0
Armenia,Europe,2020-02-24,0
Armenia,Europe,2020-02-24,0
Armenia,Europe,2020-02-25,0
Armenia,Europe,2020-02-25,0
Australia,"Western Pacific",2020-01-22,0
Australia,"Western Pacific",2020-01-22,0
Australia,"Western Pacific",2020-01-22,0
Australia,"Western Pacific",2020-01-22,0
Australia,"Western Pacific",2020-01-22,0
Australia,"Western Pacific",2020-01-22,0
Australia,"Western Pacific",2020-01-22,0
Australia,"Western Pacific",2020-01-22,0
Australia,"Western Pacific",2020-01-22,0
Australia,"Western Pacific",2020-01-22,0
Australia,"Western Pacific",2020-01-22,0
Australia,"Western Pacific",2020-01-22,0
Australia,"Western Pacific",2020-01-22,0
Australia,"Western Pacific",2020-01-22,0
Australia,"Western Pacific",2020-01-22,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-23,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-24,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-25,0
Australia,"Western Pacific",2020-01-26,0
Australia,"Western Pacific",2020-01-26,1
Australia,"Western Pacific",2020-01-26,-1
Australia,"Western Pacific",2020-01-26,0
Australia,"Western Pacific",2020-01-26,0
Australia,"Western Pacific",2020-01-26,0
Australia,"Western Pacific",2020-01-26,3
Australia,"Western Pacific",2020-01-26,-3
Australia,"Western Pacific",2020-01-26,0
Australia,"Western Pacific",2020-01-26,0
Australia,"Western Pacific",2020-01-26,3
Australia,"Western Pacific",2020-01-26,-3
Australia,"Western Pacific",2020-01-26,0
Australia,"Western Pacific",2020-01-26,0
Australia,"Western Pacific",2020-01-26,1
Australia,"Western Pacific",2020-01-26,-1
Australia,"Western Pacific",2020-01-27,0
Australia,"Western Pacific",2020-01-27,0
Australia,"Western Pacific",2020-01-27,0
Australia,"Western Pacific",2020-01-27,0
Australia,"Western Pacific",2020-01-27,0
Australia,"Western Pacific",2020-01-27,1
Australia,"Western Pacific",2020-01-27,-1
Australia,"Western Pacific",2020-01-27,4
Australia,"Western Pacific",2020-01-27,0
Australia,"Western Pacific",2020-01-27,-4
Australia,"Western Pacific",2020-01-27,0
Australia,"Western Pacific",2020-01-27,0
Australia,"Western Pacific",2020-01-27,1
Australia,"Western Pacific",2020-01-27,-1
Australia,"Western Pacific",2020-01-27,0
Australia,"Western Pacific",2020-01-27,0
Australia,"Western Pacific",2020-01-28,0
Australia,"Western Pacific",2020-01-28,0
Australia,"Western Pacific",2020-01-28,0
Australia,"Western Pacific",2020-01-28,4
Australia,"Western Pacific",2020-01-28,-4
Australia,"Western Pacific",2020-01-28,0
Australia,"Western Pacific",2020-01-28,0
Australia,"Western Pacific",2020-01-28,1
Australia,"Western Pacific",2020-01-28,-1
Australia,"Western Pacific",2020-01-28,0
Australia,"Western Pacific",2020-01-28,0
Australia,"Western Pacific",2020-01-28,1
Australia,"Western Pacific",2020-01-28,3
Australia,"Western Pacific",2020-01-28,-4
Australia,"Western Pacific",2020-01-28,0
Australia,"Western Pacific",2020-01-28,0
Australia,"Western Pacific",2020-01-29,0
Australia,"Western Pacific",2020-01-29,4
Australia,"Western Pacific",2020-01-29,-4
Australia,"Western Pacific",2020-01-29,1
Australia,"Western Pacific",2020-01-29,-1
Australia,"Western Pacific",2020-01-29,0
Australia,"Western Pacific",2020-01-29,1
Australia,"Western Pacific",2020-01-29,-1
Australia,"Western Pacific",2020-01-29,0
Australia,"Western Pacific",2020-01-29,4
Australia,"Western Pacific",2020-01-29,-4
Australia,"Western Pacific",2020-01-29,1
Australia,"Western Pacific",2020-01-29,-1
Australia,"Western Pacific",2020-01-29,1
Australia,"Western Pacific",2020-01-29,-1
Australia,"Western Pacific",2020-01-29,0
Australia,"Western Pacific",2020-01-30,0
Australia,"Western Pacific",2020-01-30,0
Australia,"Western Pacific",2020-01-30,2
Australia,"Western Pacific",2020-01-30,2
Australia,"Western Pacific",2020-01-30,-4
Australia,"Western Pacific",2020-01-30,3
Australia,"Western Pacific",2020-01-30,-3
Australia,"Western Pacific",2020-01-30,0
Australia,"Western Pacific",2020-01-30,4
Australia,"Western Pacific",2020-01-30,-4
Australia,"Western Pacific",2020-01-30,2
Australia,"Western Pacific",2020-01-30,-2
Australia,"Western Pacific",2020-01-30,0
Australia,"Western Pacific",2020-01-30,3
