Country/Region,"WHO Region",CaseFatalityRate
China,"Western Pacific",0.0063
China,"Western Pacific",0.0047
China,"Western Pacific",0.0000
China,"Western Pacific",0.0127
China,"Western Pacific",0.0009
China,"Western Pacific",0.0000
China,"Western Pacific",0.0112
China,"Western Pacific",0.0161
China,"Western Pacific",0.0051
China,"Western Pacific",0.0169
China,"Western Pacific",0.0041
China,"Western Pacific",0.0385
China,"Western Pacific",0.0288
China,"Western Pacific",0.0012
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0145
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0035
China,"Western Pacific",0.0000
China,"Western Pacific",0.0027
China,"Western Pacific",0.0114
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
Finland,Europe,0.0000
France,Europe,0.0000
Germany,Europe,0.0000
India,"South-East Asia",0.0000
Italy,Europe,0.0000
Japan,"Western Pacific",0.0000
"South Korea","Western Pacific",0.0000
Malaysia,"Western Pacific",0.0000
Nepal,"South-East Asia",0.0000
Philippines,"Western Pacific",0.3333
Russia,Europe,0.0000
Singapore,"Western Pacific",0.0000
Spain,Europe,0.0000
"Sri Lanka","South-East Asia",0.0000
Sweden,Europe,0.0000
Taiwan*,"Western Pacific",0.0000
Thailand,"South-East Asia",0.0000
"United Arab Emirates","Eastern Mediterranean",0.0000
"United Kingdom",Europe,0.0000
US,Americas,0.0000
Vietnam,"Western Pacific",0.0000
Australia,"Western Pacific",0.0000
Australia,"Western Pacific",0.0000
Australia,"Western Pacific",0.0000
Australia,"Western Pacific",0.0000
Belgium,Europe,0.0000
Cambodia,"Western Pacific",0.0000
Canada,Americas,0.0000
Canada,Americas,0.0000
China,"Western Pacific",0.0013
China,"Western Pacific",0.0061
China,"Western Pacific",0.0043
China,"Western Pacific",0.0000
China,"Western Pacific",0.0241
China,"Western Pacific",0.0009
China,"Western Pacific",0.0051
China,"Western Pacific",0.0101
China,"Western Pacific",0.0229
China,"Western Pacific",0.0097
China,"Western Pacific",0.0195
China,"Western Pacific",0.0058
China,"Western Pacific",0.0345
China,"Western Pacific",0.0294
China,"Western Pacific",0.0012
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0128
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0023
China,"Western Pacific",0.0034
China,"Western Pacific",0.0000
China,"Western Pacific",0.0026
China,"Western Pacific",0.0110
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
China,"Western Pacific",0.0000
Finland,Europe,0.0000
France,Europe,0.0000
Germany,Europe,0.0000
India,"South-East Asia",0.0000
Italy,Europe,0.0000
Japan,"Western Pacific",0.0000
"South Korea","Western Pacific",0.0000
Malaysia,"Western Pacific",0.0000
Nepal,"South-East Asia",0.0000
Philippines,"Western Pacific",0.3333
Russia,Europe,0.0000
